Timestamp (s), Power (W), Performance State, Block Size 128
2024/04/11 17:40:25.713,  16.08,  P0
2024/04/11 17:40:25.765,  16.08,  P0
2024/04/11 17:40:25.817,  16.08,  P0
2024/04/11 17:40:25.869,  16.08,  P0
2024/04/11 17:40:25.910,  16.08,  P0
2024/04/11 17:40:25.963,  16.08,  P0
2024/04/11 17:40:26.014,  16.08,  P0
2024/04/11 17:40:26.055,  16.08,  P0
2024/04/11 17:40:26.096,  16.08,  P0
2024/04/11 17:40:26.137,  16.22,  P0
2024/04/11 17:40:26.178,  16.22,  P0
2024/04/11 17:40:26.231,  16.22,  P0
2024/04/11 17:40:26.272,  16.22,  P0
2024/04/11 17:40:26.313,  16.22,  P0
2024/04/11 17:40:26.365,  16.22,  P0
2024/04/11 17:40:26.406,  16.22,  P0
2024/04/11 17:40:26.446,  16.22,  P0
2024/04/11 17:40:26.485,  16.22,  P0
2024/04/11 17:40:26.536,  16.22,  P0
2024/04/11 17:40:26.578,  16.22,  P0
2024/04/11 17:40:26.631,  16.22,  P0
2024/04/11 17:40:26.672,  16.22,  P0
2024/04/11 17:40:26.713,  16.22,  P0
2024/04/11 17:40:26.754,  16.22,  P0
2024/04/11 17:40:26.795,  16.22,  P0
2024/04/11 17:40:26.836,  16.22,  P0
2024/04/11 17:40:26.878,  16.22,  P0
2024/04/11 17:40:26.919,  16.22,  P0
2024/04/11 17:40:26.959,  16.22,  P0
2024/04/11 17:40:27.000,  16.22,  P0
2024/04/11 17:40:27.039,  16.22,  P0
2024/04/11 17:40:27.092,  16.22,  P0
2024/04/11 17:40:27.132,  16.22,  P0
2024/04/11 17:40:27.184,  16.22,  P0
2024/04/11 17:40:27.224,  16.22,  P0
2024/04/11 17:40:27.265,  16.22,  P0
2024/04/11 17:40:27.306,  16.22,  P0
2024/04/11 17:40:27.347,  16.22,  P0
2024/04/11 17:40:27.388,  16.22,  P0
2024/04/11 17:40:27.429,  16.22,  P0
2024/04/11 17:40:27.469,  16.22,  P0
2024/04/11 17:40:27.510,  16.22,  P0
2024/04/11 17:40:27.550,  16.22,  P0
2024/04/11 17:40:27.592,  16.22,  P0
